CONCEPTID	CONCEPTSTATUS	FULLYSPECIFIEDNAME	CTV3ID	SNOMEDID	ISPRIMITIVE
43693005	0	Appendiceal subserosa (body structure)	XUE4f	T-59231	1
43735007	0	Sulfur (substance)	Xa4kH	C-10800	1
43741000	0	Site of care (environment)	XUE5E	S-80000	1
43748006	0	Removal of urinary bladder catheter (procedure)	Xa3qa	P1-74509	0
43749003	0	Severity of illness (qualifier value)	XUE5J	G-A000	1
43799004	0	Thoracic cavity structure (body structure)	X74Xz	T-D3200	1
43851006	0	Structure of left lower lobe posterior segmental bronchus (body structure)	XUE6j	T-26740	1
44029006	0	Left lung structure (body structure)	XU8wt	T-28500	0
44077006	0	Numbness (finding)	XUE9Y	F-A2230	1
44111003	2	Benign secondary hypertension (disorder)	XUE9z	D3-02210	1
44132006	0	Abscess (morphologic abnormality)	Xa9Gg	M-41610	1
44567001	0	Tracheal structure (body structure)	Xa0v7	T-25000	1
44714003	0	Structure of left upper lobe of lung (body structure)	XU8wx	T-28600	0
44772007	0	Maternal obesity syndrome (disorder)	L16D.	D8-14110	1
45048000	0	Neck structure (body structure)	Xa1h1	T-D1600	1
45206002	0	Nasal structure (body structure)	Xa06M	T-21000	1
45211000	0	Catheterization (procedure)	X00Pf	P1-05535	0
45308003	0	Upper genitourinary tract structure (body structure)	XS0r8	T-70220	1
45653009	0	Structure of upper lobe of lung (body structure)	XUESK	T-28820	1
45835000	0	Destructive procedure of pelvic region (procedure)	XUEUW	P1-14C00	0
46148009	0	Structure of posterior basal segment of left lower lobe of lung (body structure)	XU8xD	T-28740	1
46197000	4	Biological function (observable entity)	XUEYq	F-00000	1
46242002	0	Body secretion (substance)	XUEZP	T-1A300	1
46541008	0	Second degree burn injury (morphologic abnormality)	XUEdH	M-11102	1
46678004	0	Simple caries (morphologic abnormality)	XUEeq	M-54211	1
46680005	0	Vital sign (observable entity)	XUEer	F-03400	1
46751006	2	Central nervous system agent (product)	XUEfh	C-60000	1
46770001	0	Protozoan parasite (organism)	XaB36	L-50001	1
46843002	0	Xanthine (substance)	X80MI	F-61550	1
46866001	0	Fracture of lower limb (disorder)	S3...	DD-13000	0
47125007	0	Disorder of trachea (disorder)	X104I	D2-10000	0
47429007	0	Associated with (attribute)	Xa4CO	G-C002	1
47572004	0	Fracture, delayed union, comminuted (morphologic abnormality)	XS2Td	M-12490	1
47990007	0	Structure of artery of head, neck AND/OR brain (body structure)	XUEur	T-45000	1
48075008	0	Structure of integumentary system (body structure)	XS11R	T-00000	1
48077000	0	Lower jaw region structure (body structure)	XC0HY	T-D1215	1
48125009	0	Injury of trunk (disorder)	Xa2Cm	DD-00200	0
48146000	0	Diastolic hypertension (disorder)	XUEwn	D3-02250	1
48176007	0	Social context (social concept)	XUExB	S-00000	1
48185007	0	Destruction of lesion of urinary bladder (procedure)	XUExJ	P1-74C00	0
48194001	0	Pregnancy-induced hypertension (disorder)	XE0vr	D8-11010	1
48333001	0	Burn injury (morphologic abnormality)	XaBnl	M-11100	1
48428001	0	Cardiovascular monitoring (regime/therapy)	XE0hg	P2-34000	1
48469005	0	Cytologic material (specimen)	XUF0f	T-1A400	1
48566001	0	Bone structure of extremity (body structure)	XaABg	T-11085	1
48661000	0	Peritonitis (disorder)	J55..	D5-70100	0
48692003	4	Surgical procedure (procedure)	X0001	P1-00000	1
48694002	0	Anxiety (finding)	XUF3G	F-0B320	1
48808005	4	Ureteroscopy (procedure)	XaCKv	P1-73700	1
48979004	0	Structure of left lower leg (body structure)	XUF6k	T-D9420	0
49006001	0	Removal of foreign body from bladder by incision (procedure)	7B251	P1-74319	0
49062001	0	Device (physical object)	XUF7j	A-00100	1
49076000	0	Knee joint structure (body structure)	Xa1Q4	T-15720	1
49157004	0	Uricosuric agent (product)	x01Ft	C-72600	1
49228006	0	Accidental injury (morphologic abnormality)	XUF9x	M-100A0	1
49438003	0	Appendectomy with drainage (procedure)	XaBAV	P1-57452	0
49483002	0	Disorder of mediastinum (disorder)	X103B	D2-81000	0
49596003	0	Digestive organ structure (body structure)	XUFEN	T-60000	1
49601007	0	Disorder of cardiovascular system (disorder)	XE0UX	D3-00000	0
49755003	0	Morphologically abnormal structure (morphologic abnormality)	Xa7jz	M-01000	1
49832006	0	Structure of rectosigmoid junction (body structure)	XUFHD	T-59670	1
49872002	0	Virus (organism)	X79pa	L-30000	1
49888002	2	Nasal symptom (finding)	XUFHv	F-24400	1
49917003	0	Male genitourinary system structure (body structure)	XS0sf	T-90100	1
50043002	0	Disorder of respiratory system (disorder)	H....	D2-00000	0
50394002	4	Class Bacilli (organism)	XUFON	L-10013	1
50399007	0	Closed dislocation (morphologic abnormality)	XUFOQ	M-13100	1
50410009	0	Disorder of upper digestive tract (disorder)	XUFOb	D5-00020	0
50417007	0	Lower respiratory tract infection (disorder)	X1004	D2-00100	0
50731006	0	Medical procedure (procedure)	XUFSg	P2-00000	1
50927007	0	Cartilage disorder (disorder)	XUFUx	F-12902	0
51114001	0	Arterial structure (body structure)	Xa8SO	T-41000	1
51185008	0	Thoracic structure (body structure)	Xa1ga	T-D3000	1
51289009	0	Digestive tract structure (body structure)	XUFZR	T-50100	1
51388003	2	Pharyngeal pain (finding)	XUSsg	F-51724	1
51440002	0	Right and left (qualifier value)	7NB30	G-A102	1
51615001	0	Fibrosis of lung (disorder)	X102u	D2-61310	0
51636004	0	Structure of left ankle (body structure)	XUFdi	T-D9520	0
51860002	0	Diagnostic procedure on musculoskeletal system (procedure)	XUFgY	P1-10010	0
51872008	0	Right thorax structure (body structure)	XS0Do	T-D3010	0
52017007	0	Antiemetic (product)	x019V	C-85800	1
52039009	4	Phobia (finding)	XE1YA	F-94600	1
52052004	0	Rehabilitation therapy (regime/therapy)	Xa0iI	P7-90000	1
52101004	0	Present (qualifier value)	X80xq	G-A203	1
52329006	0	Fracture, open (morphologic abnormality)	XaF7Q	M-12200	1
52479005	0	Motor function (observable entity)	XUFoD	F-A0800	1
52501007	0	Leukocyte (cell)	X80Uw	T-C1460	1
52530000	0	Body region structure (body structure)	Xa1gD	T-D0000	1
52621004	0	Endoscopy of kidney (procedure)	7B09.	P1-71700	0
52731004	0	Abdominal cavity structure (body structure)	Xa1vE	T-D4010	1
52765003	0	Intubation (procedure)	XUFrU	P1-05530	0
52890006	0	Acute generalized peritonitis (disorder)	XUFt4	D5-70110	0
53009005	0	Analgesic (product)	X794c	C-60110	1
53065001	0	Female genital structure (body structure)	Xa1Da	T-80000	1
53084003	0	Bacterial pneumonia (disorder)	X100H	DE-10100	0
53120007	0	Upper limb structure (body structure)	Xa1ZA	T-D8000	1
53127005	0	Physical examination, limited (procedure)	XUFvu	P2-01420	1
53350007	0	Prosthesis, device (physical object)	XE0hP	A-04000	1
53394001	0	Structure of diaphysis (body structure)	Xa2Dj	T-11050	1
53417006	0	Articular cartilage disorder (disorder)	X70AR	D1-22310	0
53418001	0	Structure of vertebral region of back (body structure)	XS0If	T-D2101	1
53619000	0	Disorder of digestive system (disorder)	J....	D5-00000	0
53620006	0	Temporomandibular joint structure (body structure)	Xa9U3	T-15290	1
53737009	5	Acute (qualifier value)	X906m	G-A231	1
53767003	0	Endoscopic biopsy (procedure)	XUG3X	P1-07030	0
53840002	0	Structure of calf of leg (body structure)	XUG4S	T-D9440	1
53938006	2	Urinary cystectomy (procedure)	XUG5f	P1-74340	1
54066008	0	Pharyngeal structure (body structure)	XM0PK	T-55000	1
54097007	0	White blood cell disorder (disorder)	D40..	DC-40000	0
54708003	0	Extended zinc insulin (substance)	XUGEj	C-A2250	1
54787006	0	Shellfish (organism)	XUGFo	L-72840	1
54993008	0	Cardiac index (observable entity)	X776Z	F-32110	1
55014007	0	Family Orthomyxoviridae (organism)	X73lf	L-32800	1
55071005	0	Biopsy of intestine (procedure)	XUGJC	P1-56300	0
55342001	0	Neoplastic disease (disorder)	XE1vN	DF-00400	0
55441007	0	Structure of large artery (body structure)	XUGNm	T-41500	1
55449009	0	Removal of urethral catheter (procedure)	7B2B2	P1-75560	0
55460000	0	Fetal structure (body structure)	XaEju	T-F5201	1
55470003	0	Acute infarct (morphologic abnormality)	XUGO7	M-54720	1
55566008	0	Accidental physical contact (event)	X79q4	A-A1000	1
55572008	0	Left colon structure (body structure)	XUGPY	T-59450	1
55641003	0	Infarct (morphologic abnormality)	XUGQV	M-54700	1
55680006	0	Drug overdose (disorder)	Xa4eX	DF-10100	1
55985003	0	Atopic reaction (disorder)	XUGV9	F-C3100	1
56242006	0	Light, electromagnetic radiation (physical force)	X798k	A-81070	1
56265001	0	Heart disease (disorder)	X2003	D3-10000	0
56381008	0	Calculus (morphologic abnormality)	XUGa4	M-30000	1
56415008	0	Klebsiella pneumoniae (organism)	X73KJ	L-16001	1
56551004	0	Doctor's or dentist's receptionist (occupation)	XUGc0	J-39430	1
56783008	0	Incision AND drainage (procedure)	XUGew	P1-01010	0
56873002	0	Bone structure of sternum (body structure)	XM0RA	T-11210	1
57032008	0	Genus Pseudomonas (organism)	X73OU	L-23400	1
57048009	0	Contracture (morphologic abnormality)	XUGiK	M-78220	1
57134006	0	Instrument, device (physical object)	X79iA	A-00110	1
57168000	0	Operation on bone (procedure)	7K1..	P1-10001	0
57171008	0	Hematopoietic system structure (body structure)	XS0s9	T-C0000	1
57177007	0	Family history of (contextual qualifier) (situation)	12...	G-0002	0
57257006	0	Transurethral approach (qualifier value)	X811t	G-D003	1
57312000	0	Sex structure (body structure)	XUGlU	T-D0A90	1
57639000	0	Resection of lesion of bladder (procedure)	XUGpY	P1-74310	0
57645008	0	Structure of special senses organ system (body structure)	XUGpc	T-A0180	1
57697001	0	Growth alteration (morphologic abnormality)	XUGqF	M-70000	1
57775008	0	Appendiceal mucous membrane structure (body structure)	XUGrO	T-59205	1
57795002	0	Chemical element (substance)	XM0EY	C-10000	1
57809008	0	Myocardial disease (disorder)	X201P	D3-10700	0
57855005	4	Perinatal state (finding)	Xa9Gm	F-88010	1
58171006	4	Operation on ureter (procedure)	7B1..	P1-73010	1
58184002	0	Recurrent disease (disorder)	XUGwL	DF-00160	0
58188004	0	Traumatic arthropathy (disorder)	N061.	D1-21300	0
58240005	4	Hair structure (body structure)	XU8os	T-01400	1
58295004	0	Inorganic chemical (substance)	Xa4Hs	C-10090	1
58675001	0	Upper respiratory tract structure (body structure)	Xa17t	T-20100	1
58800005	0	Genus Streptococcus (organism)	X73GG	L-25100	1
58909005	0	Amputated structure (morphologic abnormality)	XUH5B	M-17000	1
59091005	0	Open wound (morphologic abnormality)	XUH7Q	M-14010	1
59183004	0	Lower genitourinary tract structure (body structure)	XS0r9	T-70230	1
59206002	0	Gram-positive coccus (organism)	XUH8r	L-10020	1
59261009	0	Oral contraceptive preparation (product)	XUH9U	C-A0700	1
59621000	0	Essential hypertension (disorder)	XE0Uc	D3-02100	1
59820001	0	Blood vessel structure (body structure)	Xa1Jy	T-40000	1
60134006	0	Life style (life style)	XUHJk	S-30000	1
60184004	0	Sigmoid colon structure (body structure)	7N315	T-59470	1
60413009	0	Thoracic cage structure (body structure)	7NA6.	T-11200	1
60654006	0	Diagnostic radiography of abdomen (procedure)	53G..	P5-27000	0
60859004	0	Structure of base of left lung (body structure)	XUHSQ	T-28520	0
61268003	0	Gastrointestinal contents (substance)	XUHXU	T-50160	1
61310001	0	Nutrition education (procedure)	XUHY2	PA-60130	1
61379005	0	Structure of left side of trunk (body structure)	XS0Id	T-D2022	0
61457001	0	Adrenal hormone preparation (product)	XUHZw	C-A0100	1
61496007	0	Cartilaginous tissue structure (body structure)	X79Xk	T-1A700	1
61626005	4	Death (finding)	XM01Y	DF-D0000	1
61685007	0	Lower limb structure (body structure)	Xa1Z9	T-D9000	1
61747003	0	Joint structure of trunk (body structure)	XUHda	T-15600	1
61751001	0	Gradual onset (qualifier value)	XUHdd	G-4032	1
62014003	0	Adverse reaction to drug (disorder)	Xa1zr	DF-10010	0
62056004	2	Operation on soft tissue (procedure)	XUHhN	P1-10009	1
62059006	0	Gastric contents (substance)	X79bb	T-57640	1
62175007	0	Right lower extremity structure (body structure)	XS0BE	T-D9010	0
62258005	0	Resection of diverticulum (procedure)	XUHjm	P1-03220	0
62300007	0	Subphylum Mastigophora (organism)	X73nn	L-50100	1
62315008	0	Diarrhea (finding)	19F2.	F-54400	1
62479008	0	Acquired immune deficiency syndrome (AIDS) (disorder)	XE0RX	DE-36310	1
62816002	0	Lower male genitourinary tract structure (body structure)	XS0sh	T-90110	1
62834003	0	Upper gastrointestinal tract structure (body structure)	Xa1G6	T-50110	1
62907002	0	Respiratory complication (disorder)	XUHrR	DD-66940	1
62972009	0	Extraction (procedure)	XUHsE	P1-0E300	0
63082002	0	Structure of maxillary artery (body structure)	XUHtS	T-45280	1
63130001	0	Surgical scar (morphologic abnormality)	XUHu0	M-78280	1
63158009	0	Lactation, function (observable entity)	Xa9H3	F-8A020	1
63215004	0	Structure of anterior basal segment of left lower lobe of lung (body structure)	XU8x9	T-28720	1
63332003	0	History AND physical examination (procedure)	XUHwT	P2-01300	0
63337009	0	Lower trunk structure (body structure)	XUHwY	T-D2020	1
63370004	0	Blood cell (cell)	XaDps	T-C2100	1
63398001	0	Bacterial infection due to Pseudomonas (disorder)	A3B7.	DE-19150	0
63653004	0	Biomedical device (physical object)	Xa9aF	A-10000	1
63698005	0	Anterior chest wall structure (body structure)	XU9H2	T-D3052	1
64033007	0	Kidney structure (body structure)	XM0Pw	T-71000	1
64331004	0	Synovial membrane structure (body structure)	XUI8s	T-15004	1
64344009	0	Structure of neck of urinary bladder (body structure)	X7565	T-74400	1
64531003	0	Nasal discharge (disorder)	XUIBQ	D2-02600	0
64572001	0	Disease (disorder)	X0003	DF-00000	1
64597002	0	Destructive procedure (procedure)	XUIC9	P1-0C000	0
64613007	0	Enteritis, inflammatory disorder of small intestine (disorder)	X302j	D5-41704	0
64649008	2	Respiratory system drug (product)	XUICi	C-88000	1
64667001	0	Interstitial pneumonia (disorder)	H56y1	D2-60680	0
64709009	0	Dead space air (substance)	XUIDS	T-20420	1
64856004	0	Digestive system fluid (substance)	XM0Ev	T-50150	1
65093003	0	Disease due to Orthomyxoviridae (disorder)	XUII1	DE-34000	0
65119002	0	Genus Staphylococcus (organism)	X73Eq	L-24800	1
65216001	0	Cerebrospinal fluid (substance)	7N0B1	T-A1000	1
65354004	0	Fracture of bones of trunk (disorder)	XUIL7	DD-11002	0
65367001	0	Victim status (finding)	XUILH	DF-D1000	1
65413006	0	Caries (morphologic abnormality)	XUILu	M-54210	1
65502005	0	Epinephrine preparation (product)	k82..	C-68060	1
65628000	0	Skin agent (product)	x01El	C-90000	1
65801008	0	Excision (procedure)	XUIQd	P1-03000	0
65818007	0	Stent, device (physical object)	X79lD	A-25500	1
65978000	0	Injury of chest wall (disorder)	XUISd	DD-00212	0
66014000	0	Female genitourinary system structure (body structure)	XS1CN	T-80100	1
66019005	0	Limb structure (body structure)	Xa1Z8	T-D0300	1
66112004	0	Closed fracture of sternum (disorder)	S122.	DD-11432	0
66415006	0	Audiometric testing equipment (physical object)	XUIYH	A-93290	1
66419000	0	Structure of sternal region (body structure)	XUIYL	T-D3135	1
66459002	0	Unilateral (qualifier value)	7NB33	G-A103	1
66493003	0	Theophylline (product)	c43..	C-69510	1
66500008	0	Physical medicine procedure (procedure)	XUIZF	P7-00000	1
66572004	0	Standard white marked pearl platinum fox (organism)	XUIa9	L-81709	1
66579008	0	Disorder of peritoneum (disorder)	X309a	D5-70000	0
66680001	0	Fracture, open, comminuted (morphologic abnormality)	XS2TP	M-12290	1
66754008	0	Appendix structure (body structure)	XaFkq	T-59200	1
66953006	0	Ascaris (organism)	XC0Tq	L-56200	1
67107006	2	Treatment or procedure explanation with education (regime/therapy)	XUIgj	PA-60002	1
67602004	0	Acute peritonitis (disorder)	XUImc	D5-70108	0
67734004	0	Upper trunk structure (body structure)	XUIoF	T-D2010	1
67794001	0	Poisoning by drug acting on the respiratory system (disorder)	Xa53U	DD-82700	0
67822003	0	Child (person)	XUIpN	S-10170	1
67866001	0	Insulin (substance)	X795r	F-B6010	1
67879005	0	History and physical examination, limited (procedure)	XUIpx	P2-01320	1
68188002	0	Incision of large intestine (procedure)	XUItv	P1-57100	0
68367000	0	Thigh structure (body structure)	XUIwC	T-D9100	1
68386008	0	Removal of foreign body of trunk (procedure)	XUIwV	P1-12359	0
68447008	3	Subfamily Lentivirinae (organism)	X73kb	L-35200	1
68526006	0	Removal of device from abdomen (procedure)	XUIyC	P1-B6540	0
68534000	0	Intestinal mucous membrane structure (body structure)	XS11N	T-50510	1
68930004	0	Structure of deep temporal artery (body structure)	XUJ3B	T-45293	1
68972003	0	Insertion of therapeutic device (procedure)	XUJ3i	P1-05510	0
69105007	0	Carotid artery structure (body structure)	XU8yU	T-45010	1
69191006	0	Incision of intestine (procedure)	Xa3u5	P1-56100	0
69197005	4	Patient counseling (regime/therapy)	X71Ec	P2-11800	1
69201005	0	Endoscopy of intestine (procedure)	XUJ6V	P1-56700	0
69509008	0	Biological agent (product)	XUJAC	C-50120	1
69536005	0	Head structure (body structure)	Xa1gv	T-D1100	1
69548008	0	Lower body part structure (body structure)	XUJAh	T-D0014	1
69608005	0	Middle mediastinum structure (body structure)	X74Y4	T-D3330	1
69695003	0	Stomach structure (body structure)	Xa1Fn	T-57000	1
69778002	0	Structure of soft tissues of abdomen (body structure)	XUJDV	T-D4020	1
69909000	0	Eclampsia added to pre-existing hypertension (disorder)	XUJFG	D8-11272	1
69948000	0	Both ankles (body structure)	XS0Bf	T-D9580	0
70104002	0	Upper body part structure (body structure)	XUJHj	T-D0013	1
70281000	4	Thrombus (morphologic abnormality)	X79ck	M-35100	1
70302008	0	Transection (procedure)	XUJK7	P1-01020	0
70337006	0	Cardiovascular function (observable entity)	XUJKT	F-30000	1
70581004	0	Structure of spheroidal joint (body structure)	XUJNc	T-15040	1
70591005	0	Fetal disorder (disorder)	XUJNk	D8-78000	0
71181003	0	Vaccine (product)	x01LA	C-B6000	1
71341001	0	Bone structure of femur (body structure)	XM0RJ	T-12710	1
71388002	0	Procedure (procedure)	XUJXR	P0-00000	1
71620000	0	Fracture of femur (disorder)	XA0HC	DD-13100	0
71854001	0	Colon structure (body structure)	Xa1Fw	T-59300	1
71861002	0	Implantation (procedure)	XUJdM	P1-05500	0
71892000	0	Cardiac asthma (disorder)	XUJdm	D3-16110	1
71934003	0	Genital structure (body structure)	Xa1p5	T-70250	1
