CONCEPTID	CONCEPTSTATUS	FULLYSPECIFIEDNAME	CTV3ID	SNOMEDID	ISPRIMITIVE
297268004	0	Ear, nose and throat finding (finding)	Xa6bM	F-00CC7	0
297935002	0	Upper female genital structure (body structure)	Xa6m9	T-80008	1
298145003	0	Joint absent (finding)	Xa6qW	F-13018	1
298179002	0	Finding of joint movement (finding)	Xa6rF	F-100D6	0
298245005	0	Joint stable (finding)	Xa6sH	F-13077	1
298257001	0	Joint cool (finding)	Xa6sT	F-1307E	1
298258006	0	Joint cold (finding)	Xa6sU	F-1307F	1
298266002	0	Joint problem (finding)	Xa6sc	F-13085	1
298325004	0	Finding of movement (finding)	Xa6tr	F-A0096	0
298705000	0	Finding of region of thorax (finding)	Xa70m	F-02B04	0
298767005	0	Finding of shoulder joint (finding)	Xa71n	F-1706D	0
299231009	0	Hip joint finding (finding)	Xa79R	F-1821F	0
299321000	0	Knee joint finding (finding)	Xa7Aw	F-1862D	0
299691001	0	Finding of blood, lymphatics and immune system (finding)	Xa7Hi	F-03851	1
299717005	0	Carotid and/or cerebral and/or subclavian structures (body structure)	Xa7ID	T-41069	1
299979007	0	Organic nitrogen compound (substance)	Xa7Ms	C-10116	1
299987008	0	Amides and derivatives (substance)	Xa7Ne	C-10117	1
300007000	0	Screening for cardiovascular system disease (procedure)	Xa7O7	P2-06096	0
300070004	0	Phenol and derivatives (substance)	Xa7Pg	C-1011F	1
300307005	0	Finding of appendix (finding)	Xa7Tv	F-5022E	0
300358007	0	Functional finding of gastrointestinal tract (finding)	Xa7Uq	F-5024F	1
300359004	0	Finding of vomiting (finding)	Xa7Ur	F-50251	1
300373008	0	Finding of defecation (finding)	Xa7V6	F-50256	1
300848003	0	Mass of body structure (finding)	Xa7jH	F-041A1	0
300853008	0	Mass of lymphoreticular structure (finding)	Xa7jM	F-041A6	0
301095005	0	Cardiac finding (finding)	Xa7rj	F-30164	0
301096006	0	Finding of left ventricle (finding)	Xa7rk	F-30165	0
301139003	0	Systemic arterial finding (finding)	Xa7sT	F-3A03D	0
301186004	0	Upper respiratory tract finding (finding)	Xa7tI	F-201B5	0
301226008	0	Lower respiratory tract finding (finding)	Xa7tx	F-20106	0
301229001	0	Bronchial finding (finding)	Xa7u1	F-20109	0
301230006	0	Lung finding (finding)	Xa7u2	F-2010A	0
301296002	0	Mediastinal finding (finding)	Xa7vT	F-01105	0
301355003	0	Pain of respiratory structure (finding)	Xa7wi	F-A2613	0
301362007	0	Pain of digestive structure (finding)	Xa7wp	F-A2619	0
301365009	0	Pain of head and neck region (finding)	Xa7ws	F-A261C	0
301457005	0	Amines and their derivatives (substance)	Xa7yc	C-1009E	1
301810000	0	Infection by site (disorder)	Xa85n	DE-00017	0
301811001	0	Bacterial infection by site (disorder)	Xa85o	DE-10043	0
301857004	0	Finding of body region (finding)	Xa86q	F-0120E	0
302154007	0	Ankylosis of upper limb joint (disorder)	Xa8EG	D1-22399	0
302168000	0	Inflammation of large intestine (disorder)	Xa8Eh	D5-40030	0
302199004	0	Examination - action (qualifier value)	Xa8HM	P0-0202E	1
302292003	0	Finding of trunk structure (finding)	Xa8Kt	F-0184A	0
302293008	0	Finding of limb structure (finding)	Xa8Ku	F-0184B	0
302508007	0	Entire colon (body structure)	Xa8SK	T-59302	1
302509004	0	Entire heart (body structure)	Xa8SM	T-D3032	1
302510009	0	Entire thoracic aorta (body structure)	Xa8SN	T-4600A	1
302512001	0	Entire bladder (body structure)	Xa8SQ	T-D006F	1
302536002	0	Entire joint (body structure)	Xa8Sp	T-15023	1
302543008	0	Entire hip region (body structure)	Xa8Sx	T-D2503	1
302544002	0	Entire thigh (body structure)	Xa8Sy	T-D9106	1
302548004	0	Entire head (body structure)	Xa8T2	T-D1105	1
302549007	0	Entire face (body structure)	Xa8T3	T-D120A	1
302550007	0	Entire neck (body structure)	Xa8T4	T-D1607	1
302551006	0	Entire thorax (body structure)	Xa8T5	T-D3003	1
302553009	0	Entire abdomen (body structure)	Xa8T7	T-D4006	1
302727003	0	Salmonella group M phase 1 f-r (navigational concept)	Xa8wD	L-1A20C	1
302782007	0	Red blood cell color (observable entity)	Xa96w	F-009B2	1
303071001	0	Person in the family (person)	Xa9Fg	R-4229E	1
303080001	0	Entire joint of shoulder girdle (body structure)	Xa9Fx	T-1220A	1
303102005	0	Special disorder atoms (qualifier value)	Xa9GT	R-422A1	1
303118004	0	Person in the healthcare environment (person)	Xa9Hd	R-422AB	1
303270005	0	Liver and/or biliary structure (body structure)	Xa9QY	T-50007	1
303340002	0	Face and/or neck structure (body structure)	Xa9SY	T-D1006	1
303405004	0	Temporomandibular joint synovium (body structure)	Xa9UA	T-152A0	1
303409005	0	Bladder and outflow structure (body structure)	Xa9UY	T-70025	1
303455007	0	Entire pelvic organ (body structure)	Xa9WL	T-D401E	1
303503009	0	Musculoskeletal implant (physical object)	Xa9Xd	A-040A8	1
303518005	0	Entire female internal genital organ (body structure)	Xa9Y2	T-80022	1
303519002	0	Pelvic alimentary structure (body structure)	Xa9Y4	T-D622D	1
303548008	0	Entire upper lobe of lung (body structure)	Xa9Yh	T-28821	1
303549000	0	Entire lower lobe of lung (body structure)	Xa9Yi	T-28831	1
303607000	0	Biomedical equipment (physical object)	Xa9aE	A-00F7D	1
303610007	0	Musculoskeletal prosthesis (physical object)	Xa9aM	A-040AE	1
303620002	0	Urogenital device (physical object)	Xa9e7	A-11F59	1
303624006	0	Musculoskeletal device (physical object)	Xa9eA	A-11F5B	1
303626008	0	Gastrointestinal device (physical object)	Xa9eC	A-11F5C	1
303699009	0	Gastrointestinal tube (physical object)	Xa9g0	A-2640F	1
304061005	0	Vascular structure of neck (body structure)	Xa9pO	T-D1007	1
304062003	0	Intrathoracic vascular structure (body structure)	Xa9pP	T-D3218	1
304066000	0	Great vessel of thorax (body structure)	Xa9pW	T-D3219	1
304149004	0	Entire bone of extremity (body structure)	XS0Qc	T-110A4	1
304275008	0	Corticosteroids and derivatives (substance)	Xa9uS	F-B0204	1
304360003	0	Peptide hormones and their metabolites and precursors (substance)	Xa9wA	T-D03E2	1
304366009	0	Catecholamines and their derivatives (substance)	Xa9wI	T-D03E3	1
304527002	0	Acute asthma (disorder)	Xa9zf	D2-000A4	1
304582006	0	Kidney and/or ureter structures (body structure)	XaA0y	T-7000A	1
304692008	0	Bone structure of pelvic region and/or thigh (body structure)	XaA3E	T-D03EC	1
304783003	0	Musculoskeletal structure of trunk (body structure)	XaA7K	T-D2019	1
304907005	0	Bone structure of hip (body structure)	XaABt	T-12709	1
305014001	0	Periarticular bone structure (body structure)	XaADv	T-1500C	1
305018003	0	Periarticular bone structure of hip joint (body structure)	XaADz	T-15716	1
305056002	0	Admission procedure (procedure)	XaAEh	P0-0010F	1
305058001	0	Patient encounter status (finding)	XaAEl	F-0002D	1
305072005	0	Structure of breast and/or endocrine system (body structure)	XaAF0	T-D004E	1
305335007	0	Admission to establishment (procedure)	XaAMo	P0-00268	1
306687008	0	Lower bowel structures (body structure)	XaAps	T-59003	1
306717007	0	Prostatic and/or seminal vesicle structures (body structure)	XaAqQ	T-90022	1
306720004	4	Synovial structure (body structure)	XaAqV	T-1000E	1
306721000	0	Bone and/or joint structure (body structure)	XaAqW	T-1000F	1
306867005	0	Periarticular bone structure of lower limb (body structure)	XaAtV	T-1273A	1
306954006	0	Regional vascular structure (body structure)	XaAvo	T-40007	1
306955007	0	Vascular structure of trunk (body structure)	XaAvp	T-40008	1
307580006	0	Recent asthma management (regime/therapy)	XaBAQ	P0-004BC	1
307824009	0	Administrative statuses (finding)	XaBFS	F-00E91	1
308489006	0	Pathological process (qualifier value)	XaBTk	R-418E2	1
308499001	0	Amputation wound (morphologic abnormality)	XaBU1	M-1400A	1
308501009	0	Asthma monitoring status (finding)	XaBU3	F-00FF2	1
308502002	0	Hypertension monitoring status (finding)	XaBU4	F-00FF3	1
308537004	0	Monitoring status (finding)	XaBUo	F-00FFE	1
308551004	0	Gestational hypertension (disorder)	XU4og	D8-110F9	1
308734009	0	Artery of trunk (body structure)	XaBZ2	T-4105D	1
308910008	0	Reference documentation (qualifier value)	XaBfQ	R-41EDF	1
308913005	0	Services, facilities and utilities (qualifier value)	XaBfT	R-41EE2	1
308916002	0	Environment or geographical location (environment / location)	XaBfX	R-30000	1
309049000	0	Lesion sample (specimen)	XaBiS	G-80A4	0
309050000	0	Body substance sample (specimen)	XaBiT	G-80A5	0
309051001	0	Body fluid sample (specimen)	XaBiU	G-80A6	0
309072003	0	Soft tissue sample (specimen)	XaBit	G-80A7	0
309104000	0	Musculoskeletal sample (specimen)	XaBjd	G-80B0	0
309124001	0	Joint biopsy sample (specimen)	XaBjx	G-80C2	0
309125000	0	Joint sample (specimen)	XaBjy	G-80C3	0
309165001	0	Ear sample (specimen)	XaBkt	G-80D3	0
309168004	0	Upper respiratory tissue sample (specimen)	XaBky	G-80D5	0
309478005	0	Thrombus sample (specimen)	XaBse	G-80F6	0
309479002	0	Artery sample (specimen)	XaBsf	G-80F7	0
309481000	0	Temporal artery sample (specimen)	XaBsh	G-80F9	0
309795001	0	Surgical access values (qualifier value)	XaC1z	R-4200C	1
309825002	0	Spatial and relational concepts (qualifier value)	XaC2f	R-42018	1
309904001	0	Intensive care unit (environment)	XaC4O	R-3023D	1
309905000	0	Adult intensive care unit (environment)	XaC4P	R-3023E	1
309907008	0	Cardiac intensive care unit (environment)	XaC4R	R-30240	1
309910001	0	Pediatric intensive care unit (environment)	XaC4U	R-30243	1
309998007	0	Day ward (environment)	XaC5t	R-3029D	1
310390009	0	Hospital clinic (environment)	XaCG2	R-3022D	1
310422005	0	Prevention/screening invitation (procedure)	XaCGd	P0-00745	1
310427004	0	Hypertension monitoring invitation (procedure)	XaCGj	P0-00749	1
310535003	0	Intra-abdominal genital structure (body structure)	XaCJe	T-D401C	1
310611001	0	Cardiovascular measure (observable entity)	XaCLC	F-0360F	1
310651003	0	Bone structure of proximal femur (body structure)	XaCM4	T-D078C	1
310787001	0	Structure of lung and/or mediastinum (body structure)	XaCOa	T-D03C3	1
311526004	0	Parasitic nematode (navigational concept)	XaCxr	L-55108	1
311774002	0	Colonoscopic polypectomy (procedure)	XaD2M	P1-5736F	0
311805007	1	Systematic surgical approaches (qualifier value)	XaD2r	G-D180	1
311975009	4	Drug or toxin (substance)	XaD5r	F-614FF	1
312029001	0	Digestive endoscope (physical object)	XaDAG	A-2B01B	1
312030006	0	Urinary endoscope (physical object)	XaDAH	A-2B01C	1
312064005	0	Hypoglycemic agent (product)	XaDZz	C-50309	1
312117008	0	Bacterial respiratory infection (disorder)	XaDcB	DE-1004E	0
312119006	0	Bacterial lower respiratory infection (disorder)	XaDcD	DE-10050	0
312130009	0	Viral infection by site (disorder)	XaDcP	DE-300A2	0
312133006	0	Viral respiratory infection (disorder)	XaDcT	DE-300A5	0
312134000	0	Viral lower respiratory infection (disorder)	XaDcV	DE-300A6	0
312225001	0	Musculoskeletal and connective tissue disorder (disorder)	XaDmf	DF-0080C	0
312269008	0	Pituitary or adrenal hormone (substance)	XaDpd	T-D0168	1
312314007	0	Gastric acid (substance)	XaDqw	T-57646	1
312336005	0	Opening - action (qualifier value)	XaDsM	P0-02027	1
312342009	0	Infective pneumonia (disorder)	XaDsa	D2-00004	1
312412007	0	Substance categorized functionally (substance)	XaDtu	F-61012	1
312413002	0	Substance categorized structurally (substance)	XaDtv	F-61013	1
312414008	0	Chemical categorized functionally (substance)	XaDtw	F-61014	1
312415009	0	Chemical categorized structurally (substance)	XaDtx	F-61015	1
312419003	0	Structure of respiratory system and/or intrathoracic structure (body structure)	XaDu2	T-D004A	1
312453004	0	Asthma - currently active (finding)	XaDvK	F-028E8	1
312454005	0	Asthma - currently dormant (finding)	XaDvL	F-028E9	1
312505001	0	Perivesical tissue (body structure)	XaDwh	T-D054A	1
312533001	0	Mouth and/or pharynx structures (body structure)	XaDxI	T-D004C	1
312535008	0	Pharynx and/or larynx structures (body structure)	XaDxK	T-20101	1
312557001	0	Multisystem disorder W-X (navigational concept)	XaDxf	DF-00014	1
312563005	0	Bone structure of rib, sternum and/or clavicle (body structure)	XaDxl	T-D006A	1
312564004	0	Bone and/or joint structure of limb (body structure)	XaDxm	T-D0301	1
312581008	0	Basal segment of left lung (body structure)	XaDy5	T-280D2	0
312683002	0	Joint structure of limb (body structure)	XaE0A	T-D0302	1
312690007	0	Joint and/or tendon synovial structure (body structure)	XaE0M	T-10009	1
312717002	0	Regional musculoskeletal structure (body structure)	XaE0r	T-1000A	1
312763008	0	Bone structure of trunk (body structure)	XaE1m	T-D006B	1
312816002	0	Joint structure of ankle and/or foot (body structure)	XaE31	T-15707	1
312850006	0	History of - disorder (situation)	XaE3p	G-0018	0
312851005	0	Screening for disorder (procedure)	XaE3x	P2-06005	0
313287004	0	Seizure related finding (finding)	XaEHy	F-A0082	1
314237003	0	Type of vessel (body structure)	XaEj1	T-4000C	1
314249002	0	Lung surface feature (body structure)	XaEjz	T-D05F6	1
314250002	0	Lung surface (body structure)	XaEk0	T-D05F7	1
314262003	0	Type of artery (body structure)	XaEkP	T-4103E	1
314295009	4	External carotid artery and its branches (body structure)	XaElG	T-45016	1
314297001	0	Branch of second part of maxillary artery (body structure)	XaElI	T-45018	1
314340000	4	Maxillary artery and its branches (body structure)	XaEmB	T-45021	1
314398008	0	Tissue of urinary bladder (body structure)	XaF0n	T-D0605	1
314453003	0	Average diastolic blood pressure (observable entity)	XaF4S	F-00E22	1
314462001	0	Average 24 hour diastolic blood pressure (observable entity)	XaF4b	F-00E2C	1
314518008	0	Joint prostheses and components (physical object)	XaF8I	A-0400F	1
314523008	0	Joint implant (physical object)	XaF8N	A-0408D	1
314524002	0	Structure of region of bone (body structure)	XaF8O	T-D0127	1
314634000	0	Entire shaft of lower limb bone (body structure)	XaFC6	T-1273E	1
314790003	0	Entire apex of lung (body structure)	XaFby	T-280A1	1
314791004	0	Entire base of lung (body structure)	XaFc5	T-280B1	1
315215002	0	Disorder excluded (situation)	XaFvs	R-20848	0
315306007	0	Examination by method (procedure)	XaFy0	P2-014AD	0
315614006	0	Coronary heart disease annual review (procedure)	XaI9h	P2-06032	1
315646006	10	[V]Factors influencing health status and contact with health services (situation)	ZV...	R-20D9C	1
315731006	10	[V]Potential health hazards related to personal history (PH) and family history (FH) (situation)	ZV1..	R-20DEC	1
315817002	10	[V]Family history of certain chronic disabling diseases (situation)	ZV17.	R-20E9A	1
315823007	10	[V]Family history of asthma (situation)	ZV175	R-20E9F	1
316535005	10	[V]Well persons examination, investigation and screening (situation)	ZV7..	R-21346	1
316677002	10	[V]Screening for cardiovascular, respiratory and genitourinary diseases (situation)	ZV7B.	R-204B1	1
316679004	10	[V]Screening for hypertension (situation)	ZV7B1	R-204B6	1
316703008	10	[X]Additional health status and health service contact classification terms (situation)	ZVu..	R-204CF	1
316827002	10	[X]Persons with potential health hazards related to family and personal history and certain conditions influencing the health status (situation)	ZVu6.	R-20553	1
316835004	10	[X]Family history of asthma and other chronic lower respiratory diseases (situation)	ZVu67	R-2055D	1
320072000	0	Respiratory drugs (product)	c....	C-88003	1
320672001	1	Nedocromil sodium [asthma] (product)	c74..	C-B708F	1
321667001	0	Respiratory tract structure (body structure)	XU5BJ	T-20007	1
322208004	0	Non-opioid analgesics (product)	di...	C-60114	1
324116004	0	Aminoglycosides (product)	e8...	C-520A2	1
325267004	0	Tolbutamide 500mg tablet (product)	za10r	C-A2462	1
332709000	0	Entire long bone (body structure)	XS1BL	T-11095	1
333117008	0	Minor skin infection preparations A-Z (navigational concept)	mh1..	C-90453	1
333409009	0	Wound and ulcer preparations (physical object)	mn...	A-11FC3	1
333453004	0	Dressings (physical object)	mn2..	A-11FC4	1
334251007	0	Appliance (physical object)	p....	A-010BC	1
334377002	0	Simple joint structure (body structure)	XU5Wz	T-15038	1
334579000	0	Bilocular joint structure (body structure)	XU5XL	T-1503B	1
334886004	0	Synovial joint structure (body structure)	XU5Xy	T-1503D	1
339947000	0	Man (person)	XU5hx	S-1129A	1
343011009	0	Duct (organ) structure (body structure)	XU5n9	T-D03FE	1
346325008	0	Antibacterial drugs (product)	x000a	C-52018	1
346597008	0	Oral hypoglycemic (product)	x008T	C-A2049	1
346674004	0	Sex hormone product (product)	x00Al	C-5023C	1
348591003	0	Non-absorbable suture (physical object)	x00jD	A-11DF2	1
348667003	0	Wound management dressings (physical object)	x00lH	A-11AA6	1
349967007	0	Cromoglycate and related antiallergenic (product)	x01ED	C-51077	1
350345004	0	Hormones, synthetic substitutes and antagonists (product)	x01LY	C-5000F	1
353867005	0	Corticosteroids used in the treatment of asthma (product)	x02IG	C-8800F	1
359549004	0	Irradiation (physical force)	XU6If	A-80022	1
359557001	0	Disorder of artery (disorder)	XU6Ok	D3-8003F	0
359744007	0	Left lobar bronchus structure (body structure)	XU7RV	T-26A06	0
359752005	0	Energy and stamina finding (finding)	XU7S2	F-0600A	0
359755007	0	Energy / stamina (observable entity)	X76Aa	F-02B62	1
359989001	0	Prostate and vas deferens structures (body structure)	Xa9LT	T-90023	1
360028004	0	Surgical biopsy - action (qualifier value)	Xa8HV	P0-021D2	1
360152008	0	Monitoring - action (qualifier value)	XaBEd	P0-021E6	1
360156006	0	Screening - procedure intent (qualifier value)	XaC9i	R-42453	1
360253007	0	Antiasthmatic agent (product)	XaDZF	C-88010	1
360307003	0	Computer equipment (physical object)	XaE9G	A-010B7	1
360357006	0	Lower lobe bronchus structure (body structure)	XU7iU	T-26A0B	1
360490005	0	Joint types (body structure)	XU7nd	T-15035	1
360523004	4	Thoracic aorta and its branches (body structure)	XaElj	T-4106F	1
360571004	0	Microscopic pancreas structure (body structure)	XaF07	T-D07ED	1
360604002	4	Common carotid artery and its branches (body structure)	XaF1W	T-41081	1
360769001	0	Type of bone (body structure)	XaF8H	T-D006E	1
360770000	0	Part of diaphysis of bone (body structure)	XaF8M	T-11058	1
360972004	0	Intestinal wall structure (body structure)	XaFMA	T-50502	1
360978000	0	Layers of gastrointestinal wall (body structure)	XaFMD	T-50103	1
361097006	0	Entire blood vessel (body structure)	XS04d	T-40003	1
361102009	0	Supraaortic branch of thoracic aorta (body structure)	XS0hp	T-41032	1
361103004	0	Entire shoulder region (body structure)	XS0Ij	T-D067C	1
361105006	0	Entire genitourinary tract (body structure)	XS0r7	T-70201	1
361107003	0	Entire genital system (body structure)	XS0rA	T-70252	1
361110005	0	Entire respiratory tract (body structure)	XS1Bm	T-20006	1
361355005	0	Entire head and neck (body structure)	XS10R	T-D1005	1
361370006	0	Entire bone of lower extremity (body structure)	XS1WF	T-127BF	1
361373008	0	Entire uterine adnexa (body structure)	XS1YY	T-88901	1
361378004	0	Entire skeleton (body structure)	Xa0EK	T-11087	1
361380005	0	Entire respiratory airway (body structure)	XS1Bn	T-2000C	1
361381009	0	Entire upper respiratory tract (body structure)	XS1Bo	T-2000D	1
361384001	0	Entire tracheobronchial tree (body structure)	XS1Bs	T-20211	1
361386004	0	Entire female genital system (body structure)	XS1CK	T-8000F	1
361725000	0	Entire axial skeleton (body structure)	X906y	T-11007	1
361729006	0	Entire diaphysis (body structure)	XU8ph	T-11056	1
361741004	0	Entire thoracic cage (body structure)	XU8q6	T-11201	1
361793002	0	Entire proximal shaft of femur (body structure)	XU8rW	T-11057	1
361827000	0	Entire articular system (body structure)	XU8sV	T-15018	1
361829002	0	Entire joint of head (body structure)	XS02o	T-15101	1
361835002	0	Entire joint of shoulder region (body structure)	XU8sk	T-15419	1
361922007	0	Entire upper aerodigestive tract (body structure)	XU8v8	T-D0051	1
361966009	0	Entire bronchopulmonary segment (body structure)	XU8wU	T-280D3	1
361982005	0	Entire left lung (body structure)	X757P	T-28501	0
361984006	0	Entire left upper lobe of lung (body structure)	X757q	T-28601	0
361989001	0	Entire left lower lobe of lung (body structure)	X757r	T-28701	0
361991009	0	Entire anterior basal segment of left lower lobe of lung (body structure)	X757m	T-28721	0
361993007	0	Entire posterior basal segment of left lower lobe of lung (body structure)	X757o	T-28741	0
362008007	0	Entire left side of heart (body structure)	XU8xb	T-3200C	1
362010009	0	Entire heart AND pericardium (body structure)	XU8xg	T-3200E	1
362030008	0	Entire arterial system (body structure)	XU8yF	T-41802	1
362041005	0	Entire common carotid artery (body structure)	7N445	T-45101	1
362044002	0	Entire external carotid artery (body structure)	X74dY	T-45203	1
362076007	0	Entire gastrointestinal tract including esophagus, stomach and intestines (body structure)	XU8zX	T-50104	1
362077003	0	Entire upper digestive tract (body structure)	XU8zZ	T-50105	1
362155000	0	Entire appendiceal mucous membrane (body structure)	XU91l	T-59207	1
362163004	0	Entire transverse colon (body structure)	XU921	T-59441	1
362164005	0	Entire left colon (body structure)	XU923	T-59451	1
362165006	0	Entire descending colon (body structure)	XU924	T-59461	1
362166007	0	Entire sigmoid colon (body structure)	XU926	T-59471	1
362168008	0	Entire rectosigmoid (body structure)	XU929	T-59681	1
362204003	0	Entire urinary system (body structure)	Xa0sc	T-70002	1
362205002	0	Entire upper genitourinary tract (body structure)	XU93D	T-70221	1
362206001	0	Entire lower genitourinary tract (body structure)	XU93F	T-70231	1
362236005	0	Entire female genitourinary system (body structure)	XU947	T-80101	1
362265004	0	Entire male internal genitalia (body structure)	XU952	T-90021	1
362266003	0	Entire male genitourinary system (body structure)	XU954	T-90101	1
362587009	0	Entire hematopoietic system (body structure)	XU9E8	T-C0001	1
362602007	0	Entire right half of body (body structure)	XU9EW	T-D00DA	1
362603002	0	Entire left half of body (body structure)	XU9EX	T-D00DB	1
362608006	0	Entire female (body structure)	XU9Eg	T-D0AA1	1
362683004	0	Entire left thorax (body structure)	XU9Gz	T-D3021	1
362685006	0	Entire anterior chest wall (body structure)	Xa11U	T-D3058	1
362688008	0	Entire middle mediastinum (body structure)	XU9H8	T-D3331	1
362701005	0	Entire peritoneal sac (body structure)	XU9HY	T-D443A	1
362717004	0	Entire minor pelvis (body structure)	XU9I2	T-D6225	1
362784000	0	Entire right lower extremity (body structure)	XU9Jx	T-D9022	0
362785004	0	Entire left lower extremity (body structure)	XU9Jy	T-D9023	0
362837007	0	Entire cell (cell)	XU9LV	T-E001A	1
362873000	0	Entire body part (body structure)	XU9MX	T-D012A	1
362874006	0	Entire upper body (body structure)	XU9MZ	T-D012B	1
362875007	0	Entire lower body (body structure)	XU9Ma	T-D012C	1
362877004	0	Entire artery (body structure)	XU9Md	T-4105B	1
362884007	0	Gland structure (body structure)	XU9N3	T-D012D	1
362889002	0	Entire anatomical structure (body structure)	XU9NL	T-D012E	1
362890006	0	Entire serous sac (body structure)	XU9NQ	T-1A114	1
362899007	0	Structure of lobe of left lung (body structure)	XU9Nj	T-28772	0
362912003	0	Structure of joint of sternum (body structure)	XU9Om	T-11204	1
362937008	0	Structure of viscus (body structure)	XU9Pv	T-D013D	1
362955004	0	Inactive concept (inactive concept)	XUPhH	R-F0000	1
362958002	0	Procedure by site (procedure)	XUPhK	P0-00009	0
362961001	0	Procedure by intent (procedure)	XUPhN	P0-0000A	0
362965005	0	Disorder of body system (disorder)	XUPhR	DF-00005	0
362969004	0	Disorder of endocrine system (disorder)	XUPhV	DF-0000B	0
362977000	0	Sequela (disorder)	XUPhd	F-01460	1
362981000	0	Qualifier value (qualifier value)	XUPhh	R-40000	1
362988006	0	Aspiration of urinary tract (procedure)	XUPho	P1-70036	0
362995002	0	Biopsy of urinary tract (procedure)	XUPhv	P1-70037	0
363063008	0	Destruction of lesion by anatomic site (procedure)	XUPj1	P1-0C005	0
363066000	0	Destructive procedure by anatomic site (procedure)	XUPj4	P1-0C007	0
363068004	0	Destructive procedure by organ system (procedure)	XUPj6	P1-0C008	0
363072000	0	Diagnostic procedure by site (procedure)	XUPjA	P0-00012	0
363106000	0	Endoscopic removal from urinary system (procedure)	XUPji	P1-70038	1
363161007	0	Infectious disorder of immune system (disorder)	XUPkb	DC-50003	0
363169009	0	Inflammation of specific body organs (disorder)	XUPkj	DF-00A02	0
363170005	0	Inflammation of specific body structures or tissue (disorder)	XUPkk	DF-00A03	0
363171009	0	Inflammation of specific body systems (disorder)	XUPkl	DF-00A04	0
363180009	0	Inflammatory disorder of the respiratory tract (disorder)	XUPku	D2-00006	0
363214002	0	Musculoskeletal system paracentesis (procedure)	XUPlS	P1-01131	0
363282007	0	Removal of foreign body from bladder (procedure)	XUPmY	P1-1235A	0
363284008	0	Removal of lesion of urinary tract (procedure)	XUPma	P1-70039	0
363311008	0	Specimen from digestive system (specimen)	XUPn1	G-8006	0
363328006	0	Tissue specimen from digestive system (specimen)	XUPnI	G-8007	0
363329003	0	Tissue specimen from respiratory system (specimen)	XUPnJ	G-8008	0
363346000	0	Malignant neoplastic disease (disorder)	XUPna	DF-00407	0
363536003	0	Pulmonary structure including vessels and lymphoid tissue (body structure)	XUAcW	T-D014E	1
363549008	0	Sulfone (substance)	XaDas	F-614F4	1
363562007	0	Analgesic AND antipyretic product (product)	XUQxf	C-500EA	1
363589002	0	Associated procedure (attribute)	XUQy6	G-C2D0	1
363605000	0	Entire artery of head (body structure)	XUQyM	T-45028	1
363660007	0	Ambiguous concept (inactive concept)	XUSOS	R-F44B9	1
363661006	0	Reason not stated concept (inactive concept)	XUSOT	R-F44BB	1
363662004	0	Duplicate concept (inactive concept)	XUSOU	R-F44BD	1
363664003	0	Erroneous concept (inactive concept)	XUSOW	R-F44C1	1
363675004	0	Intents (nature of procedure values) (qualifier value)	XUSmW	R-40641	1
363687006	0	Endoscopic procedure (procedure)	XUSvt	P0-0099C	0
363688001	0	Administration of antineoplastic agent (procedure)	XUSvu	PA-3000A	0
363691001	0	Procedure categorized by device involved (procedure)	XUSvx	P0-00414	0
363697002	4	Assessment regimes (regime/therapy)	Ua1SY	P0-00415	1
363698007	0	Finding site (attribute)	XUSw1	G-C0E3	1
363699004	0	Direct device (attribute)	XUSw2	G-C0E4	1
363700003	0	Direct morphology (attribute)	XUSw3	G-C0E5	1
363701004	0	Direct substance (attribute)	XUSw4	G-C0E6	1
363702006	0	Has focus (attribute)	XUSw5	G-C0E7	1
363703001	0	Has intent (attribute)	XUSw6	G-C0E8	1
363704007	0	Procedure site (attribute)	XUSw7	G-C0E9	1
363705008	0	Has definitional manifestation (attribute)	XUSw8	G-C0EA	1
363713009	0	Has interpretation (attribute)	XUSwG	G-C0F2	1
363714003	0	Interprets (attribute)	XUSwH	G-C0F3	1
363733008	0	Fluorinated corticosteroid (substance)	XaDZp	F-615CE	1
363743006	0	Navigational concept (navigational concept)	XUSwJ	R-00002	1
363787002	0	Observable entity (observable entity)	XUSwq	F-00008	1
363788007	0	Clinical history/examination observable (observable entity)	XUSwr	F-042C4	1
363789004	0	General characteristic of patient (observable entity)	XUSws	F-042C5	1
363814008	0	Temperature associated observable (observable entity)	XUSxH	F-042DE	1
363816005	0	Body temperature measure (observable entity)	XUSxJ	F-042E0	1
363819003	0	Drug therapy observable (observable entity)	XUSxM	F-042E3	1
363820009	0	Neurological observable (observable entity)	XUSxN	F-042E4	1
363847004	0	Movement observable (observable entity)	XUSxo	F-042FF	1
363870007	0	Mental state, behavior / psychosocial function observable (observable entity)	XUSyB	F-04316	1
363871006	0	Mental state (observable entity)	XUSyC	F-04317	1
363872004	0	Emotional state characteristics (observable entity)	XUSyD	F-04318	1
364066008	0	Cardiovascular observable (observable entity)	XUT1L	F-043EA	1
364072008	0	Cardiac feature (observable entity)	XUT1R	F-043F0	1
364075005	0	Heart rate (observable entity)	XUT1U	F-043F3	1
364080001	0	Feature of left ventricle (observable entity)	XUT1Z	F-043F8	1
364087003	0	Blood vessel feature (observable entity)	XUT1g	F-043FF	1
364088008	0	Arterial feature (observable entity)	XUT1h	F-04400	1
364089000	0	Systemic arterial feature (observable entity)	XUT1i	F-04401	1
364093006	0	Feature of peripheral pulse (observable entity)	XUT1m	F-04405	1
