DESCRIPTIONID	DESCRIPTIONSTATUS	CONCEPTID	TERM	INITIALCAPITALSTATUS	DESCRIPTIONTYPE	LANGUAGECODE
54239018	1	32485007	Hospital admission, NOS	0	2	en
54442010	0	32611003	Rectal ampulla	0	2	en
54461014	0	32622004	Descending colon	0	2	en
54579011	0	32696007	Right leg	0	2	en
55028017	8	32964001	Arthropod	1	1	en
55029013	1	32964001	Arthropod, NOS	0	2	en
55065015	0	32987009	Both fallopian tubes	0	1	en
55090018	0	33003004	Proximal shaft of femur	0	2	en
55282014	0	33124007	Tolbutamide	0	1	en
55546015	0	33286000	Secondary immune deficiency disorder	0	1	en
55547012	1	33286000	Secondary immune deficiency disorder, NOS	0	2	en
55843019	0	33463005	Fluid	0	2	en
55844013	0	33463005	Liquid substance	0	1	en
55845014	1	33463005	Liquid substance, NOS	0	2	en
55846010	1	33463005	Liquid, NOS	0	2	en
55847018	0	33463005	Liquid	0	2	en
55852011	0	33468001	Hematology procedure	0	1	en-US
55853018	1	33468001	Hematology procedure, NOS	0	2	en
56011014	8	33565001	Chemical compound	0	1	en
56012019	1	33565001	Chemical compound, NOS	0	2	en
56013012	1	33565001	Chemical, NOS	0	2	en
56014018	1	33565001	Chemical product, NOS	0	2	en
56015017	8	33565001	Chemical	0	2	en
56016016	8	33565001	Chemical product	0	2	en
56175010	1	33653009	Lack of sensation	0	2	en
56176011	0	33653009	Sensory loss	0	2	en
56177019	0	33653009	Anesthesia	0	2	en-US
56376015	0	33769005	Breast function	0	1	en
56377012	1	33769005	Breast function, NOS	0	2	en
56570013	0	33883002	Joint of head	0	2	en
56571012	1	33883002	Joint of head, NOS	0	2	en
56794011	0	34012005	Sulfonylurea	0	1	en-US
56795012	1	34012005	Sulfonylurea, NOS	0	2	en
56798014	0	34014006	Viral disease	0	1	en
56799018	0	34014006	Viral infection	0	2	en
56800019	1	34014006	Viral disease, NOS	0	2	en
56801015	1	34014006	Disease caused by virus, NOS	0	2	en
56802010	1	34014006	Viral infectious disease, NOS	0	2	en
56803017	1	34014006	Viral illness, NOS	0	2	en
56804011	1	34014006	Viral infection, NOS	0	2	en
56805012	0	34014006	Disease caused by virus	0	2	en
56806013	0	34014006	Viral infectious disease	0	2	en
56807016	0	34014006	Viral illness	0	2	en
56816017	0	34020007	Pneumonia due to Streptococcus	0	1	en
56817014	0	34020007	Streptococcal pneumonia	0	2	en
57428013	0	34402009	Rectum	0	2	en
57429017	1	34402009	Rectum, NOS	0	2	en
57683013	0	34565006	Closed anterior dislocation of humerus	0	1	en
57706012	0	34582008	Catecholamine	0	1	en
57707015	1	34582008	Catecholamine, NOS	0	2	en
57924019	0	34707002	Biliary tract	0	2	en
57925018	1	34707002	Biliary tract, NOS	0	2	en
57926017	1	34707002	Biliary system, NOS	0	2	en
57927014	0	34707002	Biliary system	0	2	en
58016012	0	34759008	Urethral catheter	0	1	en
58163011	0	34853001	Operation on intestine	0	1	en
58164017	1	34853001	Operation on intestine, NOS	0	2	en
58233013	0	34896006	Incision	0	1	en
58234019	1	34896006	Incision, NOS	0	2	en
58235018	1	34896006	Dissection, NOS	0	2	en
58277018	0	34922002	Lung field	0	1	en
58278011	1	34922002	Lung field, NOS	0	2	en
58584013	0	35105006	Increased	0	1	en
58585014	0	35105006	Augmented	0	2	en
58586010	0	35105006	Increased by	0	2	en
58955011	0	35331000	Poison	0	2	en
58956012	0	35331000	Toxic chemical	0	2	en
58957015	1	35331000	Toxic chemical, NOS	0	2	en
58958013	1	35331000	Toxic substance, NOS	0	2	en
58959017	0	35331000	Toxic substance	0	1	en
59001018	0	35359004	Family	0	1	en
59002013	1	35359004	Family, NOS	0	2	en
59163016	8	35461009	Urinary tract	0	2	en
59164010	1	35461009	Urinary tract, NOS	0	2	en
59165011	1	35461009	Urinary system, NOS	0	2	en
59277014	0	35524003	Arthropathy associated with another disorder	0	1	en
59278016	1	35524003	Arthropathy associated with disorder classified elsewhere	0	2	en
59785016	0	35834003	Analgesic AND antipyretic	0	1	en
59787012	1	35834003	Analgesic and antipyretic, NOS	0	2	en
60109010	0	36024000	Gangrene	0	1	en
60110017	1	36024000	Gangrene, NOS	0	2	en
60541014	0	36272005	Infectious agent	0	1	en
60542019	1	36272005	Infectious agent, NOS	0	2	en
60543012	1	36272005	Contagious agent, NOS	0	2	en
60544018	0	36272005	Contagious agent	0	2	en
60846011	0	36456004	Mental state	0	2	en
60847019	1	36456004	Mental state, NOS	0	2	en
60848012	1	36456004	Mental status, NOS	0	2	en
60849016	0	36456004	Mental status	0	2	en
60930019	0	36504009	Ankylosis	0	1	en
60931015	1	36504009	Fusion of joint, NOS	0	2	en
60932010	1	36504009	Ankylosis, NOS	0	2	en
60933017	0	36504009	Frozen joint	0	2	en
60934011	0	36504009	Fusion of joint	0	2	en
61209013	0	36692007	Known	0	1	en
61750016	0	37017009	Helminth	0	1	en
61751017	1	37017009	Helminth, NOS	0	2	en
61752012	1	37017009	Worm, NOS	0	2	en
61753019	1	37017009	Parasite worm, NOS	0	2	en
61754013	0	37017009	Worm	0	2	en
61755014	0	37017009	Parasite worm	0	2	en
62183017	0	37270008	Endoscope	0	1	en
62184011	1	37270008	Endoscope, NOS	0	2	en
62273010	0	37328000	Weaning	0	1	en
62274016	0	37328000	Ablactation	0	2	en
62822010	0	37661000	Operation on digestive tract	0	1	en
62823017	1	37661000	Operation on digestive tract, NOS	0	2	en
62984010	0	37759000	Surgical instrument	0	1	en
62985011	1	37759000	Surgical instrument, NOS	0	2	en
62995016	0	37763007	Parasite	0	1	en
62996015	1	37763007	Parasite, NOS	0	2	en
63032011	0	37782003	Damage	0	1	en
63033018	1	37782003	Damage, NOS	0	2	en
63034012	1	37782003	Tissue damage, NOS	0	2	en
63035013	0	37782003	Tissue damage	0	2	en
63227017	0	37898001	Dressing	0	1	en
63228010	1	37898001	Dressing, NOS	0	2	en
63781015	0	40173000	Incision of bladder	0	1	en
63782010	1	40173000	Incision of bladder, NOS	0	2	en
63783017	1	40173000	Percutaneous urinary cystostomy	0	2	en
63784011	0	40173000	Urinary cystotomy	0	2	en
63785012	1	40173000	Urinary vesicostomy	0	2	en
63786013	1	40173000	Cutaneous urinary vesicostomy	0	2	en
63787016	1	40173000	Suprapubic cystostomy	0	2	en
63788014	1	40173000	Urinary cystostomy	0	2	en
64013012	0	38242008	Male internal genitalia	0	2	en
64014018	1	38242008	Male internal genitalia, NOS	0	2	en
64015017	1	38242008	Male pelvic organs, NOS	0	2	en
64016016	0	38242008	Male pelvic organs	0	2	en
64046018	0	38266002	Body as a whole	0	2	en
64047010	0	38266002	Total body	0	2	en
64048017	1	38266002	Carcass	0	2	en
64168014	1	38341003	Hypertensive disease	0	2	en
64169018	1	38341003	Hypertensive disease, NOS	0	2	en
64170017	1	38341003	Hypertension, NOS	0	2	en
64171018	0	38341003	Hyperpiesis	0	2	en
64172013	0	38341003	High blood pressure	0	2	en
64173015	0	38341003	Hypertensive vascular disease	0	2	en
64174014	0	38341003	Hypertensive vascular degeneration	0	2	en
64175010	0	38341003	Hyperpiesia	0	2	en
64176011	0	38341003	Hypertension	0	2	en
64282015	0	38481006	Hypertensive renal disease	0	1	en
64283013	1	38481006	Hypertensive renal disease, NOS	0	2	en
64284019	1	38481006	Hypertensive nephropathy, NOS	0	2	en
64285018	0	38481006	Hypertensive nephropathy	0	2	en
64589013	0	38033009	Amputation stump	0	1	en
64590016	0	38033009	Stump	0	2	en
64698015	0	38102005	Cholecystectomy	0	1	en
65170010	0	38850007	Chronic arthropathy	0	1	en
65198013	0	38866009	Body part	0	2	en
65199017	1	38866009	Body part, NOS	0	2	en
65200019	1	38866009	Anatomic part, NOS	0	2	en
65201015	0	38866009	Anatomic part	0	2	en
65252018	0	38904005	Removal of urinary system device	0	1	en
65253011	1	38904005	Removal of urinary system device, NOS	0	2	en
65302013	0	38936003	Abnormal blood pressure	0	1	en
65303015	1	38936003	Abnormal blood pressure, NOS	0	2	en
65648011	0	39132006	Right side of trunk	0	2	en
65684016	0	39155009	Hypertension education	0	1	en
65769017	1	39211005	Bowel habits	0	2	en
65770016	1	39211005	Bowel habits, NOS	0	2	en
65841015	0	39266006	Abnormal cell	0	1	en
65842010	1	39266006	Abnormal cell, NOS	0	2	en
65982019	0	39352004	Joint	0	2	en
65983012	1	39352004	Joint, NOS	0	2	en
65984018	1	39352004	Articular capsule, NOS	0	2	en
66231016	0	39487003	Insulin preparation	0	2	en
66232011	1	39487003	Insulin preparation, NOS	0	2	en
66233018	1	39487003	Crystalline zinc insulin preparation	0	2	en
66234012	1	39487003	Regular insulin preparation	0	2	en
66235013	1	39487003	Unmodified insulin preparation	0	2	en
66253019	1	39499005	Arteries of thorax and abdomen, NOS	0	2	en
66386017	0	39582006	Lobar bronchus	0	2	en
66423012	0	39607008	Lung	0	2	en
66424018	1	39607008	Lung, NOS	0	2	en
66522017	0	39933002	Pancreatic hormone	0	1	en
66523010	1	39933002	Pancreatic hormone, NOS	0	2	en
66988010	0	39722005	Bilocular joint	1	2	en
66997014	0	39727004	Hypertension secondary to renal disease complicating AND/OR reason for care during puerperium	0	1	en
66998016	1	39727004	Hypertension secondary to renal disease complicating or reason for care during puerperium	0	2	en
67015011	0	39741008	Gastrointestinal drug	0	1	en
67016012	1	39741008	Gastrointestinal drug, NOS	0	2	en
67233013	8	39866004	Animal	0	1	en
67234019	1	39866004	Animal, NOS	0	2	en
67331013	0	40388003	Implant	0	1	en
67332018	1	40388003	Implant, NOS	0	2	en
67852010	0	40683002	Parent	0	1	en
67853017	1	40683002	Parent, NOS	0	2	en
67939016	0	40733004	Infectious disease	0	1	en
67940019	1	40733004	Infectious disease, NOS	0	2	en
67941015	1	40733004	Infection, NOS	0	2	en
67942010	0	40733004	Infection	0	2	en
68001012	0	40768004	Left thorax	0	2	en
68580019	0	41111004	Shaft of femur	0	2	en
68624018	0	41141002	Operative procedure on large intestine	0	1	en
68625017	1	41141002	Operative procedure on large intestine, NOS	0	2	en
68633016	0	41146007	Bacterium	0	2	en
68634010	1	41146007	Bacterium, NOS	0	2	en
68635011	1	41146007	Bacteria, NOS	0	2	en
68636012	0	41146007	Bacteria	0	1	en
68684015	0	41175001	Organic chemical	0	2	en
68685019	1	41175001	Organic chemical, NOS	0	2	en
68686018	1	41175001	Organic compound, NOS	0	2	en
68687010	0	41175001	Organic compound	0	1	en
68751013	0	41216001	Prostate	0	2	en
68752018	1	41216001	Prostate, NOS	0	2	en
68766011	0	41224006	Left lower lobe of lung	0	2	en
68767019	1	41224006	Left lower lobe of lung, NOS	0	2	en
68937017	0	41329004	Polyp	0	1	en
68938010	1	41329004	Polyp, NOS	0	2	en
69026013	0	41381004	Pneumonia due to Pseudomonas	0	1	en
69027016	0	41381004	Pseudomonal pneumonia	0	2	en
69091012	1	41427001	Disease of bronchus	0	2	en
69092017	1	41427001	Disease of bronchus, NOS	0	2	en
69242012	0	41508009	Cerumen	0	1	en
70150015	1	42030000	Disease of the genitourinary system	0	2	en
70151016	0	42030000	Urogenital disorder	0	2	en
70152011	1	42030000	Disease of the genitourinary system, NOS	0	2	en
70153018	1	42030000	Disorder of genitourinary system, NOS	0	2	en
70154012	1	42030000	Syndrome of the genitourinary system, NOS	0	2	en
70155013	1	42030000	Urogenital disease, NOS	0	2	en
70156014	1	42030000	Urogenital disorder, NOS	0	2	en
70157017	0	42030000	Disorder of genitourinary system	0	2	en
70158010	0	42030000	Syndrome of the genitourinary system	0	2	en
70159019	0	42030000	Urogenital disease	0	2	en
70907014	0	42505005	Joint disease rehabilitation	0	1	en
70911015	0	42508007	Fracture, closed, comminuted	0	1	en
70995011	0	42560003	Operation on biliary tract	0	1	en
70996012	1	42560003	Operation on biliary tract, NOS	0	2	en
71047010	1	42586008	Large vessels, NOS	0	2	en
71335012	0	42752001	Due to	0	1	en
71336013	0	42752001	Caused by	0	2	en
71337016	0	42752001	DT	1	2	en
72080017	0	43201005	Amine	0	1	en
72081018	1	43201005	Amine, NOS	0	2	en
72853013	0	43693005	Appendiceal subserosa	0	1	en
72943013	0	43741000	Site of care	0	1	en
72944019	1	43741000	Site of care, NOS	0	2	en
72945018	1	43741000	Site of health care, NOS	0	2	en
72946017	1	43741000	Treatment site, NOS	0	2	en
72947014	0	43741000	Site of health care	0	2	en
72948016	0	43741000	Treatment site	0	2	en
72956018	0	43748006	Removal of bladder catheter	0	1	en
73038011	0	43799004	Thoracic cavity	0	2	en
73039015	1	43799004	Thoracic cavity, NOS	0	2	en
73040018	0	43799004	Pectoral cavity	0	2	en
73117019	0	43851006	Left lower lobe posterior segmental bronchus	0	2	en
73425011	0	44029006	Left lung	0	2	en
73426012	1	44029006	Left lung, NOS	0	2	en
73606019	0	44132006	Abscess	0	2	en
73607011	1	44132006	Acute abscess	0	2	en
74591018	0	44714003	Left upper lobe of lung	0	2	en
74592013	1	44714003	Left upper lobe of lung, NOS	0	2	en
74689019	0	44772007	Maternal obesity syndrome	0	1	en
74690011	0	44772007	Maternal obesity without hypertension	0	2	en
75132012	0	45048000	Neck	0	2	en
75133019	1	45048000	Neck, NOS	0	2	en
75538015	0	45308003	Upper genitourinary tract	0	2	en
76130011	0	45653009	Upper lobe of lung	0	2	en
76131010	1	45653009	Upper lobe of lung, NOS	0	2	en
76445014	1	45835000	Destructive procedure of pelvis and hip, NOS	0	2	en
76947011	0	46148009	Posterior basal segment of left lower lobe of lung	0	2	en
77110016	0	46242002	Body secretion	0	1	en
77111017	1	46242002	Body secretion, NOS	0	2	en
77572012	0	46541008	Second degree burn injury	0	1	en
77573019	0	46541008	Burn blister with epidermal loss	0	2	en
77792019	0	46678004	Simple caries	0	1	en
77794018	0	46680005	Vital signs	0	1	en
77795017	1	46680005	Vital signs, NOS	0	2	en
77952010	0	46770001	Protozoan parasite	0	1	en
77953017	1	46770001	Protozoan parasite, NOS	0	2	en
77954011	1	46770001	Protozoa, NOS	0	2	en
77955012	0	46770001	Protozoa	0	2	en
78112010	0	46866001	Fracture of lower limb	0	1	en
78113017	1	46866001	Fracture of lower limb, NOS	0	2	en
78114011	1	46866001	Fracture of leg, NOS	0	2	en
78115012	0	46866001	Fracture of leg	0	2	en
79074014	0	47429007	Associated with	0	1	en
79075010	0	47429007	AW	1	2	en
79296012	0	47572004	Fracture, delayed union, comminuted	0	2	en
79976013	0	47990007	Arteries of head, neck and brain	0	2	en
80118015	0	48077000	Lower jaw	0	2	en
80195018	0	48125009	Injury of trunk	0	1	en
80196017	1	48125009	Injury of trunk, NOS	0	2	en
80224019	0	48146000	Diastolic hypertension	0	1	en
80225018	1	48146000	Diastolic hypertension, NOS	0	2	en
80268017	0	48176007	Social context	0	1	en
80269013	1	48176007	Social context, NOS	0	2	en
80283010	0	48185007	Destruction of lesion of bladder	0	1	en
80284016	1	48185007	Destruction of lesion of bladder, NOS	0	2	en
80285015	1	48185007	Open destruction of lesion of bladder	0	2	en
80299016	0	48194001	Pregnancy-induced hypertension	0	1	en
80300012	1	48194001	Pregnancy-induced hypertension, NOS	0	2	en
80520012	0	48333001	Burn injury	0	1	en
80521011	1	48333001	Burn injury, NOS	0	2	en
80522016	1	48333001	Burn, NOS	0	2	en
80523014	1	48333001	Thermal burn	0	2	en
80524015	0	48333001	Burn	0	2	en
80678010	0	48428001	Cardiovascular monitoring	0	1	en
80679019	1	48428001	Cardiovascular monitoring, NOS	0	2	en
80680016	1	48428001	Circulatory monitoring, NOS	0	2	en
80681017	0	48428001	Circulatory monitoring	0	2	en
80755012	0	48469005	Cytologic material	0	1	en
80756013	1	48469005	Cytologic material, NOS	0	2	en
80757016	1	48469005	Cytologic scraping, NOS	0	2	en
80931012	1	48566001	Bones of extremities, NOS	0	2	en
80932017	1	48566001	Bones of limb, NOS	0	2	en
81079010	0	48661000	Peritonitis	0	1	en
81080013	1	48661000	Peritonitis, NOS	0	2	en
81081012	0	48661000	Peritonitis of undetermined cause	0	2	en
81133019	0	48694002	Anxiety	0	1	en
81597010	0	48979004	Left leg	0	2	en
81642013	0	49006001	Removal of foreign body from bladder by incision	0	1	en
81741014	0	49062001	Device	0	1	en
81742019	1	49062001	Device, NOS	0	2	en
81762010	0	49076000	Knee joint	0	2	en
81763017	1	49076000	Knee joint, NOS	0	2	en
81764011	1	49076000	Stifle joint, NOS	0	2	en
81999019	1	49228006	Accidental injury	0	2	en
82347013	0	49438003	Appendectomy with drainage	0	1	en-US
82348015	0	49438003	Appendicectomy with drainage	0	1	en-GB
82417010	1	49483002	Disease of mediastinum	0	2	en
82418017	1	49483002	Disease of mediastinum, NOS	0	2	en
82602018	1	49596003	Digestive organs, NOS	0	2	en
82610017	1	49601007	Disease of cardiovascular system	0	2	en
82611018	0	49601007	Cardiovascular disorder	0	2	en
82612013	1	49601007	Disease of cardiovascular system, NOS	0	2	en
82613015	1	49601007	Disorder of circulatory system, NOS	0	2	en
82614014	1	49601007	Cardiovascular disease, NOS	0	2	en
82615010	1	49601007	CVD, NOS	0	2	en
82616011	1	49601007	Cardiovascular disorder, NOS	0	2	en
82617019	0	49601007	Disorder of circulatory system	0	2	en
82618012	0	49601007	Cardiovascular disease	0	2	en
82619016	0	49601007	CVD	1	2	en
82870011	1	49755003	Morphologic abnormality	0	2	en
82871010	1	49755003	Morphologic abnormality, NOS	0	2	en
82872015	1	49755003	Morphologic alteration, NOS	0	2	en
82873013	1	49755003	Morphologic change, NOS	0	2	en
82874019	1	49755003	Abnormal tissue appearance, NOS	0	2	en
82877014	0	49755003	Abnormal tissue appearance	0	2	en
82878016	1	49755003	Abnormal appearance, NOS	0	2	en
83006010	0	49832006	Rectosigmoid junction	0	2	en
83007018	1	49832006	Rectosigmoid	0	2	en
83072013	0	49872002	Virus	0	1	en
83073015	1	49872002	Virus, NOS	0	2	en
83141012	0	49917003	Male genitourinary system	0	2	en
83142017	1	49917003	Male genitourinary system, NOS	0	2	en
83143010	1	49917003	Male genitourinary tract, NOS	0	2	en
83144016	0	49917003	Male genitourinary tract	0	2	en
83355011	1	50043002	Disease of respiratory system	0	2	en
83356012	1	50043002	Disease of respiratory system, NOS	0	2	en
83357015	1	50043002	Respiratory disorder, NOS	0	2	en
83358013	0	50043002	Respiratory disorder	0	2	en
83966010	0	50399007	Closed dislocation	0	1	en
83967018	1	50399007	Closed dislocation, NOS	0	2	en
83968011	0	50399007	Simple dislocation	0	2	en
83983018	1	50410009	Disease of upper digestive tract	0	2	en
83984012	1	50410009	Disease of upper digestive tract, NOS	0	2	en
83992015	0	50417007	Lower respiratory tract infection	0	1	en
83993013	1	50417007	Lower respiratory tract infection, NOS	0	2	en
83994019	1	50417007	Lower respiratory infection, NOS	0	2	en
83995018	1	50417007	Chest cold, NOS	0	2	en
83996017	0	50417007	Lower respiratory infection	0	2	en
83997014	0	50417007	Chest cold	0	2	en
85163017	0	51114001	Artery	0	2	en
85164011	1	51114001	Artery, NOS	0	2	en
85284019	0	51185008	Thorax	0	2	en
85285018	1	51185008	Thorax, NOS	0	2	en
85286017	0	51185008	Chest	0	2	en
85432011	0	51289009	Digestive tract	0	2	en
85433018	1	51289009	Digestive tract, NOS	0	2	en
85434012	1	51289009	Gastrointestinal tract, NOS	0	2	en
85435013	1	51289009	Alimentary tract, NOS	0	2	en
85437017	0	51289009	Alimentary tract	0	2	en
85672014	0	51440002	Right and left	0	1	en
85673016	0	51440002	Both	0	2	en
85674010	0	51440002	Both sides	0	2	en
85675011	0	51440002	Bilateral	0	2	en
85996019	0	51636004	Left ankle	0	2	en
86351013	0	51860002	Diagnostic procedure on musculoskeletal system	0	1	en
86352018	1	51860002	Diagnostic procedure on musculoskeletal system, NOS	0	2	en
86585010	0	52017007	Antiemetic	0	1	en
86586011	1	52017007	Antiemetic, NOS	0	2	en
86646012	0	52052004	Rehabilitation therapy	0	1	en
86647015	1	52052004	Rehabilitation therapy, NOS	0	2	en
86648013	1	52052004	Rehabilitation, NOS	0	2	en
86649017	0	52052004	Rehabilitation	0	2	en
86724013	0	52101004	Present	0	1	en
86725014	0	52101004	Presence of	0	2	en
87074010	0	52329006	Fracture, open	0	1	en
87075011	1	52329006	Fracture, open, NOS	0	2	en
87076012	1	52329006	Fracture, compound, NOS	0	2	en
87077015	0	52329006	Fracture, compound	0	2	en
87417015	0	52530000	Topographic region	0	2	en
87418013	1	52530000	Topographic region, NOS	0	2	en
87419017	1	52530000	Anatomic region, NOS	0	2	en
87420011	1	52530000	Body region, NOS	0	2	en
87421010	0	52530000	Anatomic region	0	2	en
